review_order,sheet_name,sample_id,video_id,split,label,timestamp_sec,selection_reason,source_image_path,raw_m05_ear_diff,raw_m10_ear_diff,raw_m15_ear_diff,raw_m05_mar_diff,raw_m10_mar_diff,raw_m15_mar_diff,raw_m05_landmark_diff,raw_m10_landmark_diff,raw_m15_landmark_diff,raw_m05_pitch_diff,raw_m10_pitch_diff,raw_m15_pitch_diff,raw_m05_yaw_diff,raw_m10_yaw_diff,raw_m15_yaw_diff,raw_m05_roll_diff,raw_m10_roll_diff,raw_m15_roll_diff
11,review_sheet_02_eye_ear.jpg,train_d_620_t9p0,d_620,train,drowsy,9.0,EAR_CHANGE;score=0.260603;STEP2C_EXISTING_SELECTION,outputs/preprocessing_v2/landmark_roi_margin_audit/review_pack/selected_images/11_train_d_620_t9p0.jpg,0.17819664966926452,0.2132298435526745,0.1479044122614276,0.0026533798189438823,0.008184569445110063,0.24891952823057367,0.018189800363900287,0.04737307697731799,0.04550025645713765,1.834064710601325,2.2415604455487426,0.39152105703655593,1.1124304457296432,2.809673378418182,3.8784761726998624,1.7732424715155162,0.5627759597881834,3.348283528794127
12,review_sheet_02_eye_ear.jpg,val_d_852_t1p0,d_852,val,drowsy,1.0,EAR_CHANGE;score=0.246944;STEP2C_EXISTING_SELECTION,outputs/preprocessing_v2/landmark_roi_margin_audit/review_pack/selected_images/12_val_d_852_t1p0.jpg,0.17017881883548475,0.17350653105209934,0.07002974952706315,0.11105573028807714,0.3252415330061663,0.3466351205688865,0.06866250379974144,0.07343744637615582,0.0728362296626635,6.978768664368317,3.3086577767592473,4.541060843463924,1.2463333031608386,2.748200279837505,5.387739576690052,6.053943458688906,0.6860351008930365,0.26850044733694745
13,review_sheet_02_eye_ear.jpg,train_d_75_t1p0,d_75,train,drowsy,1.0,EAR_CHANGE;score=0.243203;STEP2C_EXISTING_SELECTION,outputs/preprocessing_v2/landmark_roi_margin_audit/review_pack/selected_images/13_train_d_75_t1p0.jpg,0.0785430420271877,0.07174021266335917,0.12794989036020887,0.0346903696814712,0.09264579043731946,0.03735166186253301,0.01667437904732387,0.06603511177388205,0.11525287671945038,3.409235399598856,6.356011739454232,1.7131333852775867,10.378185539307935,41.947687575512134,52.70629564060938,2.3596807568532654,11.276162579474146,13.156224774047558
14,review_sheet_02_eye_ear.jpg,val_d_852_t3p0,d_852,val,drowsy,3.0,EAR_CHANGE;score=0.208987;STEP2C_EXISTING_SELECTION,outputs/preprocessing_v2/landmark_roi_margin_audit/review_pack/selected_images/14_val_d_852_t3p0.jpg,0.011628576461264029,0.15269802751842693,0.032458794823455484,0.1789415590896622,0.22722887643143413,0.20533244901891395,0.035229210907099455,0.056288991052602724,0.051588845257120035,2.2865330294814044,1.5194262589272682,2.1202398608951114,3.6440808670290608,1.4366425583472733,0.8370043710655466,0.08819800307236392,1.4746026568805632,0.7620679550049374
15,review_sheet_03_mouth_mar.jpg,val_n_658_t5p0,n_658,val,not_drowsy,5.0,MAR_CHANGE;score=1.202836;STEP2C_EXISTING_SELECTION,outputs/preprocessing_v2/landmark_roi_margin_audit/review_pack/selected_images/15_val_n_658_t5p0.jpg,0.17498616996408944,0.14625309530918462,0.06893598279192187,0.6525988654073394,0.9760326411168126,0.6930118769796916,0.0778620121027093,0.14376735365092955,0.22680351986782304,1.099684700353265,17.265985440765235,2.55944495284416,96.03893796777601,19.24752545024353,1.4389597168158446,10.305526713943124,2.365218741878209,7.916613127950086
16,review_sheet_03_mouth_mar.jpg,train_n_461_t9p0,n_461,train,not_drowsy,9.0,MAR_CHANGE;score=0.583223;STEP2C_EXISTING_SELECTION,outputs/preprocessing_v2/landmark_roi_margin_audit/review_pack/selected_images/16_train_n_461_t9p0.jpg,0.11085543948231014,0.10551504115204602,0.11896173478509386,0.4661845205670786,0.008743311160436473,0.18889665977594236,0.09352269546991095,0.10779162024694551,0.11703884430537466,1.4270031982639466,3.0743166572068787,6.159953745057891,10.224156470033535,10.529485109028172,8.99918594889894,1.750509445910268,0.35559626954409396,1.0782357453467455
17,review_sheet_03_mouth_mar.jpg,val_n_835_t7p0,n_835,val,not_drowsy,7.0,MAR_CHANGE;score=0.533967;STEP2C_EXISTING_SELECTION,outputs/preprocessing_v2/landmark_roi_margin_audit/review_pack/selected_images/17_val_n_835_t7p0.jpg,0.042083483115421094,0.10933105626072182,0.13748782558959693,0.45743288815789,0.42890010764320685,0.054631502700103085,0.06955051424640538,0.0765343071732931,0.03963099693939366,13.567545637611687,12.898078192119243,3.853504260043252,2.671154214510068,0.728042012051759,7.830113220255669,8.117631049681023,10.696954689831102,3.435551728016492
18,review_sheet_03_mouth_mar.jpg,train_d_5_t3p0,d_5,train,drowsy,3.0,MAR_CHANGE;score=0.512204;STEP2C_EXISTING_SELECTION,outputs/preprocessing_v2/landmark_roi_margin_audit/review_pack/selected_images/18_train_d_5_t3p0.jpg,0.07291757088269962,0.029341564097464967,0.046153392014362804,0.039934116143911444,0.18605304431847022,0.4347787882477875,0.00917670566191048,0.021377119506324965,0.07742472018454075,0.018121919075326787,4.342084902659963,8.9940292649909,0.2007664022862059,0.5773307161585706,6.418653854820121,0.5139649675255953,1.7885190404810487,1.1251369804832905
19,review_sheet_03_mouth_mar.jpg,train_d_25_t5p0,d_25,train,drowsy,5.0,MAR_CHANGE;score=0.292787;STEP2C_EXISTING_SELECTION,outputs/preprocessing_v2/landmark_roi_margin_audit/review_pack/selected_images/19_train_d_25_t5p0.jpg,0.03673796077392058,0.04080014988931116,0.04482492457340634,0.012249238314238409,0.01631526471910126,0.22831913469991988,0.006637486560204619,0.008963576135339952,0.06446763753863136,0.7867461151855366,0.020342984174504863,2.1184192805422413,0.4802066549698907,1.6023778726770672,13.591428203753225,0.34715016684174316,0.06323475958149061,7.259390949067438
20,review_sheet_03_mouth_mar.jpg,train_d_25_t1p0,d_25,train,drowsy,1.0,MAR_CHANGE;score=0.213568;STEP2C_EXISTING_SELECTION,outputs/preprocessing_v2/landmark_roi_margin_audit/review_pack/selected_images/20_train_d_25_t1p0.jpg,0.020278922839614966,0.03193549088044911,0.09011174279867751,0.0060547789174964645,0.12880379511845108,0.038197191620718066,0.013224382721898213,0.04807914382942661,0.08476406595658559,0.70609045457158,2.714117355109522,1.0804143276137665,0.27353829995075785,9.371022407903155,12.346358548175118,0.5955484540940574,2.635704528235607,7.183613041414873
21,review_sheet_03_mouth_mar.jpg,train_d_5_t5p0,d_5,train,drowsy,5.0,MAR_CHANGE;score=0.151299;STEP2C_EXISTING_SELECTION,outputs/preprocessing_v2/landmark_roi_margin_audit/review_pack/selected_images/21_train_d_5_t5p0.jpg,0.01620859058524382,0.029132498593482103,0.0863308566581304,0.023669750754335327,0.021920369371816975,0.07915778028241413,0.008579107556061187,0.014628867513970028,0.07214097348836587,0.7081777726528173,3.4152001284240896,3.241517835107743,0.3498898484865549,3.081184008460923,10.576314590511743,0.3307256522424211,0.8242789789012477,4.4998739919110164
22,review_sheet_04_pose_landmark.jpg,train_d_936_t9p0,d_936,train,drowsy,9.0,POSE_OR_LANDMARK_CHANGE;score=183.796631;STEP2C_EXISTING_SELECTION,outputs/preprocessing_v2/landmark_roi_margin_audit/review_pack/selected_images/22_train_d_936_t9p0.jpg,0.007427399069466434,0.09878599334826305,0.17239441892549712,0.028647736516969148,0.1345287559388572,0.2828657115726459,0.028744030087855657,0.05092009726884598,0.21252096874658405,4.362572511843069,5.616094891303106,9.00303652165448,10.65796926875845,11.269919663935866,12.484853489057798,0.7646170712724256,1.3916877438928168,179.54621170510302
23,review_sheet_04_pose_landmark.jpg,train_n_278_t9p0,n_278,train,not_drowsy,9.0,POSE_OR_LANDMARK_CHANGE;score=177.354450;STEP2C_EXISTING_SELECTION,outputs/preprocessing_v2/landmark_roi_margin_audit/review_pack/selected_images/23_train_n_278_t9p0.jpg,0.14162468193775157,0.024196848694272632,0.10453241174124128,0.10005516894669761,0.16934677628007155,0.11407732120242822,0.013928964639834857,0.04630741142640533,0.15249804867312694,1.236974456956375,18.753915696605645,23.86696922805254,6.043436691370459,27.28894076385373,41.041266752543436,0.8812767658994574,174.30448940630254,172.80022436303514
24,review_sheet_04_pose_landmark.jpg,val_n_658_t9p0,n_658,val,not_drowsy,9.0,POSE_OR_LANDMARK_CHANGE;score=174.948421;STEP2C_EXISTING_SELECTION,outputs/preprocessing_v2/landmark_roi_margin_audit/review_pack/selected_images/24_val_n_658_t9p0.jpg,0.0010136723373994627,0.041593747033446093,0.00802423124781726,0.028018549243517155,0.10504373567009614,0.25111373723776004,0.020403087112824913,0.043264091923259994,0.13249749796993163,15.29875836152101,3.6640622850694626,17.596531181643343,5.646620771273376,1.594235004736504,7.074703891743127,172.29847153356684,1.4271146914493613,169.38787596882992
25,review_sheet_04_pose_landmark.jpg,train_d_75_t9p0,d_75,train,drowsy,9.0,POSE_OR_LANDMARK_CHANGE;score=167.098272;STEP2C_EXISTING_SELECTION,outputs/preprocessing_v2/landmark_roi_margin_audit/review_pack/selected_images/25_train_d_75_t9p0.jpg,0.06869463938133857,0.08650853415998971,0.045189219894409494,0.01164219758715089,0.26542140900218647,0.053616184345095914,0.0613318296080839,0.18816364452665793,0.2116931572867418,33.31610352368256,1.2556783485458993,5.8499365231721185,1.8803157660294119,2.1501422993773076,0.08799490309604607,162.86440869407124,7.917898000045483,6.024087756654751
26,review_sheet_04_pose_landmark.jpg,train_n_461_t1p0,n_461,train,not_drowsy,1.0,POSE_OR_LANDMARK_CHANGE;score=165.701616;STEP2C_EXISTING_SELECTION,outputs/preprocessing_v2/landmark_roi_margin_audit/review_pack/selected_images/26_train_n_461_t1p0.jpg,0.18714519796054785,0.2548277154847427,0.142208990410581,0.24952511290252316,0.01296322900508895,0.14501268170753723,0.06007491066927306,0.07361658951582968,0.06702511074020846,7.805065633326166,8.86396086736815,27.97296001975849,2.1443836431302827,2.366310253295353,2.5464960829382335,2.0617955253379705,2.42717669372027,164.22928412230777
27,review_sheet_04_pose_landmark.jpg,train_d_75_t3p0,d_75,train,drowsy,3.0,POSE_OR_LANDMARK_CHANGE;score=159.882556;STEP2C_EXISTING_SELECTION,outputs/preprocessing_v2/landmark_roi_margin_audit/review_pack/selected_images/27_train_d_75_t3p0.jpg,0.04150878743973613,0.09458170950061989,0.07522806255994169,0.359034580375377,0.23321815630467152,0.17091319991977816,0.05863630528915052,0.04254777730460185,0.11591468887384462,40.699515705753356,43.28524707839506,35.79590470137896,2.8192857803330185,1.9373282059799521,0.550399540196338,157.56426184007717,151.4258284501488,150.11601957246182
28,review_sheet_04_pose_landmark.jpg,val_n_241_t5p0,n_241,val,not_drowsy,5.0,POSE_OR_LANDMARK_CHANGE;score=156.251113;STEP2C_EXISTING_SELECTION,outputs/preprocessing_v2/landmark_roi_margin_audit/review_pack/selected_images/28_val_n_241_t5p0.jpg,0.007870288928874425,0.15834040234995528,0.2911347309478086,0.04635788823117004,0.002049389417154157,0.16548282710664924,0.05770315551735602,0.10207945416261713,0.13496217509486197,30.922276253354482,14.124056529847564,35.03663901773905,7.737489861658503,0.9071104651320638,1.083335963285208,153.551869061764,3.2191400685865403,147.0834069083245
29,review_sheet_05_difficult_cases.jpg,val_n_640_t1p0,n_640,val,not_drowsy,1.0,ROI_EDGE_OR_DIFFICULT;score=4.412310;STEP2C_EXISTING_SELECTION,outputs/preprocessing_v2/landmark_roi_margin_audit/review_pack/selected_images/29_val_n_640_t1p0.jpg,0.06579529802717088,0.23256854556889994,0.1104073727225815,0.19354196547626001,0.2252356097167811,0.044307439885430955,0.02091680464228549,0.09449958982953117,0.12515372781100767,1.757424911373704,28.76321777532698,21.310278366700288,0.4866953937653591,16.97912953863772,20.688586248717456,0.28965681769352614,31.849167337055093,34.30136402083474
30,review_sheet_05_difficult_cases.jpg,train_d_75_t7p0,d_75,train,drowsy,7.0,ROI_EDGE_OR_DIFFICULT;score=4.353180;STEP2C_EXISTING_SELECTION,outputs/preprocessing_v2/landmark_roi_margin_audit/review_pack/selected_images/30_train_d_75_t7p0.jpg,0.007122134327258667,0.0969395664910912,0.1653354115739048,0.03641453005060239,0.3707096387824623,0.016674207817008208,0.02652502808570794,0.18400442086258864,0.25484837289438134,68.06782465620279,28.522642630877044,66.11345879636872,6.298439605487118,1.0260004684765818,10.986065439081187,123.64700035234273,40.24067866210939,113.63548501614963
31,review_sheet_05_difficult_cases.jpg,train_d_75_t5p0,d_75,train,drowsy,5.0,ROI_EDGE_OR_DIFFICULT;score=4.179819;STEP2C_EXISTING_SELECTION,outputs/preprocessing_v2/landmark_roi_margin_audit/review_pack/selected_images/31_train_d_75_t5p0.jpg,0.01321796609504472,0.12599318526999792,0.13153775759898634,0.03492818902866912,0.1999265256722932,0.16089977151987742,0.02139828803138394,0.20553998117910036,0.28124195417916,1.910345994451319,2.862099674116621,4.985081948159234,98.76655949842575,98.13239630560429,94.23565067040283,36.07679687406926,50.62532920488286,58.189183833759955
32,review_sheet_05_difficult_cases.jpg,val_n_241_t9p0,n_241,val,not_drowsy,9.0,ROI_EDGE_OR_DIFFICULT;score=4.153499;STEP2C_EXISTING_SELECTION,outputs/preprocessing_v2/landmark_roi_margin_audit/review_pack/selected_images/32_val_n_241_t9p0.jpg,0.04237229400642717,0.1775963165490212,0.201841207264971,0.020988258044039684,0.10052664178170066,0.023768660789362947,0.06912997725183495,0.12200427731634979,0.13252507806502803,0.8216466019207189,4.448603163946842,34.69496040295235,2.7371331454968413,5.105816048610308,4.665650164192925,5.338279653061079,4.6574091636733215,145.47048849647317
33,review_sheet_05_difficult_cases.jpg,val_n_640_t7p0,n_640,val,not_drowsy,7.0,ROI_EDGE_OR_DIFFICULT;score=4.126900;STEP2C_EXISTING_SELECTION,outputs/preprocessing_v2/landmark_roi_margin_audit/review_pack/selected_images/33_val_n_640_t7p0.jpg,0.02741692098697146,0.020663050001682504,0.02656497502309413,0.001545987415431993,0.07041577026836528,0.13096636482994548,0.04214157259266015,0.0462730119624706,0.1767054520594042,4.600078276907084,7.413645803239206,4.536861103159481,1.7074888555785606,2.7230539796450444,1.0547601054896631,0.5609725395709404,4.45339475723469,13.490071816614204
34,review_sheet_05_difficult_cases.jpg,val_n_835_t9p0,n_835,val,not_drowsy,9.0,ROI_EDGE_OR_DIFFICULT;score=4.105002;STEP2C_EXISTING_SELECTION,outputs/preprocessing_v2/landmark_roi_margin_audit/review_pack/selected_images/34_val_n_835_t9p0.jpg,0.04571784791277106,0.1388280315609693,0.08133376824399968,0.3270493156737832,0.20194771700918854,0.30652362963440305,0.049460082322133524,0.04119997589468403,0.07489203654630641,4.443064559316042,0.5773956345416025,5.052790598515173,2.8545235058933827,2.7951226659926647,3.981448331091059,2.8913920432015345,0.44252970352471266,8.460108454957094
35,review_sheet_05_difficult_cases.jpg,train_n_883_t7p0,n_883,train,not_drowsy,7.0,ROI_EDGE_OR_DIFFICULT;score=4.095595;STEP2C_EXISTING_SELECTION,outputs/preprocessing_v2/landmark_roi_margin_audit/review_pack/selected_images/35_train_n_883_t7p0.jpg,0.019810115030109987,0.011757404075316225,0.04081745045476681,0.2972463300839643,0.3161676662540902,0.1165562829614083,0.06679916671163481,0.08883472610797573,0.15241613789127376,3.778746750441826,4.688223823589681,14.977112686673792,3.1013375748764247,6.907400297269277,7.052606630249642,0.5549607718011771,5.447332787676515,11.447925486636336
