video_id,split,label,behavior_valid_count,behavior_missing_count,longest_missing_run,behavior_exclusion_reason,context_eligible,canonical_policy_hash,sequence_missing_policy_hash
d_495,train,drowsy,94,6,2,INSUFFICIENT_VALID_BEHAVIOR,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_50,train,drowsy,85,15,15,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_51,val,drowsy,60,40,27,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_52,train,drowsy,53,47,32,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_527,train,drowsy,94,6,6,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_545,train,drowsy,94,6,5,INSUFFICIENT_VALID_BEHAVIOR,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_55,val,drowsy,88,12,12,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_555,train,drowsy,92,8,7,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_584,train,drowsy,85,15,11,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_61,train,drowsy,62,38,15,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_62,train,drowsy,82,18,8,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_65,train,drowsy,93,7,3,INSUFFICIENT_VALID_BEHAVIOR,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_66,train,drowsy,94,6,4,INSUFFICIENT_VALID_BEHAVIOR,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_698,train,drowsy,92,8,8,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_72,train,drowsy,63,37,17,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_73,train,drowsy,89,11,3,INSUFFICIENT_VALID_BEHAVIOR,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_74,train,drowsy,5,95,92,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_76,train,drowsy,81,19,5,INSUFFICIENT_VALID_BEHAVIOR,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_762,train,drowsy,93,7,7,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_772,val,drowsy,87,13,13,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_775,val,drowsy,93,7,7,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_778,train,drowsy,89,11,9,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_781,train,drowsy,91,9,9,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_787,train,drowsy,84,16,16,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_79,train,drowsy,89,11,11,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_826,val,drowsy,94,6,5,INSUFFICIENT_VALID_BEHAVIOR,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_840,train,drowsy,83,17,17,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_841,train,drowsy,80,20,17,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_843,val,drowsy,84,16,4,INSUFFICIENT_VALID_BEHAVIOR,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_849,val,drowsy,92,8,7,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_851,train,drowsy,88,12,12,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_853,train,drowsy,94,6,2,INSUFFICIENT_VALID_BEHAVIOR,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_860,train,drowsy,83,17,12,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_861,train,drowsy,86,14,8,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_863,train,drowsy,92,8,8,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_866,train,drowsy,55,45,18,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_867,train,drowsy,90,10,4,INSUFFICIENT_VALID_BEHAVIOR,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_869,train,drowsy,85,15,3,INSUFFICIENT_VALID_BEHAVIOR,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_870,train,drowsy,81,19,5,INSUFFICIENT_VALID_BEHAVIOR,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_871,train,drowsy,94,6,3,INSUFFICIENT_VALID_BEHAVIOR,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_872,train,drowsy,75,25,8,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_873,train,drowsy,83,17,10,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_874,train,drowsy,92,8,7,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_875,train,drowsy,83,17,9,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_876,train,drowsy,94,6,2,INSUFFICIENT_VALID_BEHAVIOR,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_880,train,drowsy,85,15,4,INSUFFICIENT_VALID_BEHAVIOR,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_882,train,drowsy,93,7,4,INSUFFICIENT_VALID_BEHAVIOR,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_884,train,drowsy,76,24,16,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_885,train,drowsy,94,6,6,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_886,train,drowsy,90,10,6,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_888,train,drowsy,85,15,13,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_893,train,drowsy,86,14,12,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_895,val,drowsy,90,10,9,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_896,val,drowsy,91,9,8,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_900,train,drowsy,88,12,12,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_94,train,drowsy,86,14,4,INSUFFICIENT_VALID_BEHAVIOR,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_1061,train,not_drowsy,80,20,9,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_111,train,not_drowsy,89,11,9,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_112,val,not_drowsy,61,39,37,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_115,train,not_drowsy,62,38,12,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_119,val,not_drowsy,89,11,11,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_128,train,not_drowsy,80,20,12,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_136,train,not_drowsy,42,58,30,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_138,train,not_drowsy,54,46,20,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_140,val,not_drowsy,94,6,4,INSUFFICIENT_VALID_BEHAVIOR,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_141,train,not_drowsy,68,32,32,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_142,train,not_drowsy,77,23,15,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_144,val,not_drowsy,91,9,4,INSUFFICIENT_VALID_BEHAVIOR,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_145,train,not_drowsy,91,9,8,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_245,train,not_drowsy,60,40,26,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_246,train,not_drowsy,0,100,100,NO_VALID_BEHAVIOR,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
