sample_id,video_id,split,label,timestamp_sec,source_frame_index,source_fps,hog_success,hog_detection_count,hog_ms,yunet_attempted,yunet_success,yunet_detection_count,yunet_confidence,yunet_ms,detector_source,bbox_x1,bbox_y1,bbox_x2,bbox_y2,face_valid,landmark_success,landmark_valid,landmark_ms,ear_left,ear_right,ear_mean,ear_valid,mar,mar_valid,pitch,yaw,roll,head_pose_valid,head_pose_ms,ear_mar_ms,geometry_valid,suspicious_flag,suspicious_reason,failure_reason,total_ms
train_d_438_t7p0,d_438,train,drowsy,7.0,210,30.0,True,1,358.96449998836033,False,False,0,,0.0,HOG,290,320,558,588,True,True,True,3.086599987000227,0.2724429605943788,0.2576044498109803,0.26502370520267954,True,0.03296027467093167,True,-169.03093266044644,38.712167269218206,10.46436975294714,True,0.6289999873843044,0.10500001371838152,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,611.286300001666
train_n_908_t7p0,n_908,train,not_drowsy,7.0,210,30.0,True,1,384.5135999727063,False,False,0,,0.0,HOG,171,320,439,588,True,True,True,3.089399979216978,0.37872209437640697,0.3263717628055837,0.35254692859099535,True,0.028654060329427803,True,-168.00944931278767,31.958582620063055,7.8991562030565845,True,0.5794000171590596,0.10540001676417887,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,624.5208000182174
val_d_796_t7p0,d_796,val,drowsy,7.0,210,30.01,True,1,360.22390000289306,False,False,0,,0.0,HOG,241,348,563,670,True,True,True,3.124099981505424,0.27402322720870814,0.3329641929761015,0.30349371009240483,True,0.039248829037128175,True,-178.6737737638739,-25.11118563375362,-5.653254084078908,True,0.6814999796915799,0.15239999629557133,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,546.5154999983497
val_n_835_t7p0,n_835,val,not_drowsy,7.0,210,30.0,False,0,439.1046999953687,True,True,1,0.9340375661849976,40.15549999894574,YUNET_FALLBACK,266,646,450,903,True,True,True,3.1039000023156404,0.43055436175663964,0.49234031284364427,0.461447337300142,True,0.4755400373663937,True,176.08480685964543,-40.486902514813494,7.171750846057742,True,0.5543000006582588,0.10949998977594078,True,True,SUSPICIOUS_LARGE_POSE,,700.7631000014953
train_d_438_t9p0,d_438,train,drowsy,9.0,270,30.0,True,1,360.0754000071902,False,False,0,,0.0,HOG,290,320,558,588,True,True,True,3.2103999983519316,0.3340342317182319,0.28408509085991984,0.30905966128907586,True,0.04825737869983254,True,-162.86942915511153,37.43447567068949,14.254887260814172,True,0.5636999849230051,0.10879998444579542,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,442.33299998450093
train_n_908_t9p0,n_908,train,not_drowsy,9.0,270,30.0,True,1,355.0522000005003,False,False,0,,0.0,HOG,141,290,410,559,True,True,True,3.1749999907333404,0.3396073846019287,0.2734996091388341,0.30655349687038136,True,0.03240144321351887,True,-166.55440671948463,37.268612989624145,8.105698736445403,True,0.5874999915249646,0.11619998258538544,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,431.7332000064198
val_d_796_t9p0,d_796,val,drowsy,9.0,270,30.01,True,1,368.6474999994971,False,False,0,,0.0,HOG,241,348,563,670,True,True,True,3.0978999857325107,0.23593278804466053,0.2618791024680371,0.2489059452563488,True,0.03489126988529393,True,-179.7339521651767,-22.931951875678376,-4.525811375208548,True,0.6305999995674938,0.135900016175583,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,431.9293999869842
val_n_835_t9p0,n_835,val,not_drowsy,9.0,270,30.0,False,0,356.653599999845,True,True,1,0.9268821477890015,36.689900007331744,YUNET_FALLBACK,254,636,444,885,True,True,True,3.115400002570823,0.40897072435186765,0.4282983661489498,0.4186345452504087,True,0.3455393222146242,True,167.3991225590564,-46.43478891004242,8.611428700253766,True,0.5366000114008784,0.11990001075901091,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,463.08819999103434
train_d_5_t3p0,d_5,train,drowsy,3.0,90,30.0,True,1,362.16580000473186,False,False,0,,0.0,HOG,319,558,588,826,True,True,True,3.282499994384125,0.2448910187648417,0.25994604650904196,0.2524185326369418,True,0.08652444267305673,True,177.8534884222122,-30.239355509799193,-1.9219556711868793,True,0.6249999860301614,0.1176999940071255,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,500.34949998371303
train_n_290_t3p0,n_290,train,not_drowsy,3.0,90,29.95,True,1,368.66880001616664,False,False,0,,0.0,HOG,266,638,490,862,True,True,True,3.114899998763576,0.32268205921650833,0.35531676008879737,0.33899940965265285,True,0.10808772653718833,True,166.57649047720008,-20.51894220203376,-0.6440868868555102,True,0.7895999879110605,0.10699999984353781,True,True,SUSPICIOUS_LARGE_POSE,,494.70199999632314
val_d_396_t3p0,d_396,val,drowsy,3.0,90,30.0,True,1,358.8928999961354,False,False,0,,0.0,HOG,171,409,439,677,True,True,True,3.2421000069007277,0.34390521855225087,0.31938520134261494,0.3316452099474329,True,0.07299188818016081,True,-179.58336225199963,34.2555089984881,4.967233192621294,True,0.5464999994728714,0.10599999222904444,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,493.5694999876432
val_n_241_t3p0,n_241,val,not_drowsy,3.0,90,30.0,True,1,374.37609999324195,False,False,0,,0.0,HOG,260,379,528,648,True,True,True,3.218199999537319,0.38317601806780427,0.31349999236496995,0.34833800521638714,True,0.19835057219091048,True,-170.8713561050546,43.01349833054744,13.099553429130575,True,0.5506000015884638,0.11170000652782619,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,498.3963999839034
train_d_5_t5p0,d_5,train,drowsy,5.0,150,30.0,True,1,362.54339999868535,False,False,0,,0.0,HOG,312,527,634,849,True,True,True,3.094100015005097,0.25435591652951706,0.3059125862908311,0.2801342514101741,True,0.06528998016764655,True,177.4350589376363,-29.475192039810576,-0.5886496283611994,True,0.6419999990612268,0.10679999832063913,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,547.3317000141833
train_n_290_t5p0,n_290,train,not_drowsy,5.0,150,29.95,True,1,356.6378999967128,False,False,0,,0.0,HOG,340,638,564,862,True,True,True,3.8099000230431557,0.38968803410642394,0.4404151646360276,0.41505159937122577,True,0.04907493192050712,True,178.11070467289554,-24.17463114865758,8.575612091845203,True,0.8419999794568866,0.14910000027157366,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,520.6394999986514
val_d_396_t5p0,d_396,val,drowsy,5.0,150,30.0,True,1,376.79219999699853,False,False,0,,0.0,HOG,171,439,439,707,True,True,True,3.2143999997060746,0.15824942656788438,0.11005079142517248,0.13415010899652843,True,0.026461534274734695,True,-177.89636212094217,30.762450992938874,4.887149425790847,True,0.652100017759949,0.11340001947246492,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,562.0000000053551
val_n_241_t5p0,n_241,val,not_drowsy,5.0,150,30.0,True,1,357.46539998217486,False,False,0,,0.0,HOG,260,379,528,648,True,True,True,3.310500003863126,0.3377297554652297,0.28967614524698726,0.3137029503561085,True,0.35302993305564956,True,-173.95366889912776,30.596189527122835,14.017736529981752,True,0.6619000050704926,0.12129999231547117,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,525.0006999995094
train_d_5_t7p0,d_5,train,drowsy,7.0,210,30.0,True,1,375.33079998684116,False,False,0,,0.0,HOG,312,527,634,849,True,True,True,3.3936999971047044,0.2597058978717469,0.2992969680787059,0.27950143297522645,True,0.06142951168339512,True,176.84689804663068,-27.180056234064086,-4.00180826012186,True,0.7407999946735799,0.11229998199269176,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,627.3120999976527
train_n_290_t7p0,n_290,train,not_drowsy,7.0,210,29.95,True,1,359.8331999965012,False,False,0,,0.0,HOG,340,638,564,862,True,True,True,4.897000006167218,0.40435177978911596,0.4433159600298658,0.4238338699094909,True,0.06850829372326221,True,179.30413503844946,-22.33841684147057,8.510253131388069,True,0.7258999976329505,0.1534000039100647,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,575.8287999778986
val_d_396_t7p0,d_396,val,drowsy,7.0,210,30.0,True,1,358.4860000119079,False,False,0,,0.0,HOG,171,409,439,677,True,True,True,3.6558000138029456,0.28630995721990926,0.2316384283197311,0.2589741927698202,True,0.051554849690883975,True,178.31183220803226,27.067690693176267,1.9813577205535198,True,0.6531999970320612,0.11359999189153314,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,578.1475999974646
val_n_241_t7p0,n_241,val,not_drowsy,7.0,210,30.0,True,1,355.8371000108309,False,False,0,,0.0,HOG,260,350,528,618,True,True,True,3.107800002908334,0.5009042299737455,0.3433650369838695,0.42213463347880753,True,0.2074163132252403,True,-166.45711759684227,51.744150815402705,17.10244491675831,True,0.5658000009134412,0.11110000195913017,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,579.2135999945458
train_d_5_t9p0,d_5,train,drowsy,9.0,270,30.0,True,1,357.24119999213144,False,False,0,,0.0,HOG,312,527,634,849,True,True,True,3.212000010535121,0.282842712474619,0.30734258908752116,0.29509265078107005,True,0.06639713667590909,True,175.78423517415158,-29.751586110520826,-1.7594522697280064,True,0.6557999877259135,0.10830000974237919,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,424.28420000942424
train_n_290_t9p0,n_290,train,not_drowsy,9.0,270,29.95,True,1,420.5515999929048,False,False,0,,0.0,HOG,266,638,490,862,True,True,True,3.475199977401644,0.41449965126205424,0.46520155945815017,0.43985060536010223,True,0.16177512342148267,True,173.51900356672235,-19.001888685888424,-2.957394770811942,True,0.6311000033747405,0.11190000805072486,True,True,SUSPICIOUS_LARGE_POSE,,478.8898999977391
val_d_396_t9p0,d_396,val,drowsy,9.0,270,30.0,True,1,360.19939999096096,False,False,0,,0.0,HOG,171,409,439,677,True,True,True,3.178299986757338,0.12285194136816893,0.11216507810385536,0.11750850973601215,True,0.03480992977536645,True,175.81617218151015,25.860104099969398,4.398083043295757,True,0.6361000123433769,0.12320000678300858,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,433.943799987901
val_n_241_t9p0,n_241,val,not_drowsy,9.0,270,30.0,True,1,358.55029997765087,False,False,0,,0.0,HOG,260,379,528,648,True,True,True,3.3866000012494624,0.400478389580914,0.32338708681824646,0.3619327381995802,True,0.6784973061162981,True,-162.981349694628,46.60250738186069,19.78438105187999,True,0.6059999868739396,0.11439999798312783,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,418.55269999359734
train_d_5_t1p0,d_5,train,drowsy,1.0,30,30.0,True,1,357.0305000175722,False,False,0,,0.0,HOG,277,527,599,849,True,True,True,3.1651000026613474,0.20378751101202217,0.2241557567932999,0.21397163390266105,True,0.048272687192455546,True,175.5528007944889,-32.350209378736096,-5.337133842978907,True,0.6354000070132315,0.11290001566521823,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,430.9949000016786
train_n_290_t1p0,n_290,train,not_drowsy,1.0,30,29.95,True,1,357.0823000045493,False,False,0,,0.0,HOG,266,638,490,862,True,True,True,3.1287000165320933,0.4002651809425661,0.43687165406569595,0.418568417504131,True,0.1313254306356428,True,178.04957312149628,-24.646430107620787,-1.800221572190211,True,0.5714999861083925,0.10699999984353781,True,True,SUSPICIOUS_LARGE_POSE,,425.4396999895107
val_d_396_t1p0,d_396,val,drowsy,1.0,30,30.0,True,1,416.40539999934845,False,False,0,,0.0,HOG,171,409,439,677,True,True,True,3.6697999748867005,0.3163459361637097,0.27491410276223377,0.29563001946297174,True,0.10702834636089176,True,178.71326095009434,30.637314686571937,3.7351659227662997,True,1.0821000032592565,0.16730002244003117,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,488.55539999203756
val_n_241_t1p0,n_241,val,not_drowsy,1.0,30,30.0,True,1,360.5006999860052,False,False,0,,0.0,HOG,260,379,528,648,True,True,True,3.4551999997347593,0.314420807094108,0.28040441322914816,0.2974126101616281,True,0.2650963448279274,True,-170.11832229919816,41.84705739985419,13.15764403951697,True,0.5955999949947,0.11240001185797155,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,435.66079999436624
train_d_25_t5p0,d_25,train,drowsy,5.0,150,30.0,True,1,481.2153000093531,False,False,0,,0.0,HOG,241,562,563,884,True,True,True,3.1664999842178077,0.21205817449393796,0.2412438354499444,0.22665100497194118,True,0.07614519053051015,True,173.60009001368084,-26.178749029599384,1.1877938410853368,True,0.7337999995797873,0.1128000149037689,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,671.2224000075366
train_n_461_t5p0,n_461,train,not_drowsy,5.0,125,25.0,True,1,434.4873999943957,False,False,0,,0.0,HOG,266,440,490,664,True,True,True,5.9797999856527895,0.32549338848269393,0.37319877116208316,0.3493460798223885,True,0.07625913840471864,True,-171.760117650229,-32.65017210088123,-7.097186995131641,True,1.3537999766413122,0.17749998369254172,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,618.7769000243861
val_d_44_t5p0,d_44,val,drowsy,5.0,150,30.0,True,1,476.18849997525103,False,False,0,,0.0,HOG,205,384,527,706,True,True,True,3.292000008514151,0.3834507566280457,0.46473442804336923,0.42409259233570745,True,0.020816827488178383,True,172.83072633914395,-30.660635193865133,1.7483796830189011,True,0.6158999749459326,0.1134999911300838,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,804.5693000021856
val_n_996_t5p0,n_996,val,not_drowsy,5.0,150,30.0,True,1,391.4758999890182,False,False,0,,0.0,HOG,312,705,634,1027,True,True,True,3.2374000002164394,0.2617687052055024,0.28610444392995144,0.2739365745677269,True,0.11967084026575064,True,159.4935520792287,-29.20079591141729,11.889451049956966,True,0.5927000020164996,0.1134999911300838,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,563.498300005449
train_d_25_t7p0,d_25,train,drowsy,7.0,210,30.0,True,1,371.9379999965895,False,False,0,,0.0,HOG,290,587,558,856,True,True,True,3.2415000023320317,0.25892857142857145,0.27535012961836874,0.2671393505234701,True,0.23485177778388913,True,175.75103573453904,-24.47752137061167,1.0978639970506556,True,0.6302999972831458,0.11059999815188348,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,619.718500005547
train_n_461_t7p0,n_461,train,not_drowsy,7.0,175,25.0,True,1,396.03600002010353,False,False,0,,0.0,HOG,266,440,490,664,True,True,True,3.348099999129772,0.34146341463414637,0.4012662739153555,0.3713648442747509,True,0.18270957642528596,True,-172.2304979841361,-31.093009977777673,-7.451837439425948,True,0.5923999997321516,0.1142999972216785,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,651.4997000049334
val_d_44_t7p0,d_44,val,drowsy,7.0,210,30.0,True,1,403.03810001933016,False,False,0,,0.0,HOG,205,384,527,706,True,True,True,3.178200015099719,0.2631578947368421,0.3120686558386367,0.2876132752877394,True,0.01204033041046455,True,168.77160739029256,-31.563227423426547,3.4897472219482997,True,0.5976000102236867,0.1218999968841672,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_MAR_EXTREME;SUSPICIOUS_LARGE_POSE,,663.4064999816474
val_n_996_t7p0,n_996,val,not_drowsy,7.0,210,30.0,True,1,395.9999999788124,False,False,0,,0.0,HOG,349,706,618,975,True,True,True,3.265800012741238,0.2774836888967085,0.2718566931561816,0.2746701910264451,True,0.11774805889287605,True,160.3288942377424,-22.15885162060473,14.83842986010333,True,0.683599995682016,0.11019999510608613,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,637.4871000007261
train_d_25_t9p0,d_25,train,drowsy,9.0,270,30.0,True,1,404.79899998172186,False,False,0,,0.0,HOG,241,562,563,884,True,True,True,3.126100025838241,0.1975617865900909,0.22300331033379975,0.21028254846194533,True,0.04805915080541288,True,174.5876036533573,-27.076884453996172,-2.006686629082961,True,0.7646000012755394,0.11180000728927553,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,476.0905000148341
train_n_461_t9p0,n_461,train,not_drowsy,9.0,225,25.0,True,1,385.08040001033805,False,False,0,,0.0,HOG,266,440,490,664,True,True,True,3.273200010880828,0.32133750227490093,0.36326719753301767,0.3423023499039593,True,0.17999778465628316,True,-172.50200416403135,-32.07363100620319,-7.441601977565175,True,0.602099986281246,0.12489999062381685,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,712.623600004008
val_d_44_t9p0,d_44,val,drowsy,9.0,270,30.0,True,1,391.58989998395555,False,False,0,,0.0,HOG,230,379,499,648,True,True,True,3.1137000187300146,0.32384679151381235,0.38639302670081843,0.3551199091073154,True,0.019735133805428285,True,178.75947549766354,-36.99320900319566,-0.8823807535070817,True,0.6590999837499112,0.11240001185797155,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_MAR_EXTREME;SUSPICIOUS_LARGE_POSE,,458.66959998966195
val_n_996_t9p0,n_996,val,not_drowsy,9.0,270,30.0,True,1,371.3469000067562,False,False,0,,0.0,HOG,319,706,588,975,True,True,True,3.259999997681007,0.31529719673944234,0.3250472069745623,0.32017220185700235,True,0.02078327960349334,True,158.55544706202812,-22.064877334475913,11.724075208081947,True,0.8443999977316707,0.11299998732283711,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,431.6144000040367
train_d_25_t1p0,d_25,train,drowsy,1.0,30,30.0,True,1,365.7746999815572,False,False,0,,0.0,HOG,241,562,563,884,True,True,True,3.4423000179231167,0.20190758673825954,0.20452717070834175,0.20321737872330065,True,0.06395000728037993,True,175.7999271272614,-32.16982591923902,-1.323548412860401,True,0.8797000045888126,0.1571000029798597,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,451.079699996626
train_n_461_t1p0,n_461,train,not_drowsy,1.0,25,25.0,True,1,398.8602999888826,False,False,0,,0.0,HOG,230,409,499,677,True,True,True,3.199099999619648,0.34922437649270827,0.3684804749810371,0.3588524257368727,True,0.0939432340686662,True,-172.81738954615992,-22.17045738671249,-4.231090602952757,True,0.611299998126924,0.10770000517368317,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,478.9541999925859
val_d_44_t1p0,d_44,val,drowsy,1.0,30,30.0,True,1,359.71849999623373,False,False,0,,0.0,HOG,205,384,527,706,True,True,True,3.1655000057071447,0.34903051518250927,0.4448060281389766,0.3969182716607429,True,0.025079139666757788,True,173.8131176787226,-31.47925422997117,-0.5175330659612504,True,0.6244000105652958,0.10639999527484179,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,431.62519999896176
val_n_996_t1p0,n_996,val,not_drowsy,1.0,30,30.0,False,0,357.11989999981597,True,False,0,,40.39139999076724,FACE_NOT_FOUND,,,,,False,False,False,,,,,False,,False,,,,False,,,False,False,,YUNET_FACE_NOT_FOUND,454.7372999950312
train_d_25_t3p0,d_25,train,drowsy,3.0,90,30.0,True,1,359.01410001679324,False,False,0,,0.0,HOG,277,562,599,884,True,True,True,3.190899995388463,0.2049288705767003,0.22029074896963588,0.2126098097731681,True,0.04977553804322852,True,173.07799916674588,-33.073748555142195,1.813452161288065,True,0.694099988322705,0.11059999815188348,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,489.2104000027757
train_n_461_t3p0,n_461,train,not_drowsy,3.0,75,25.0,True,1,358.41159999836236,False,False,0,,0.0,HOG,266,440,490,664,True,True,True,3.3050999918486923,0.3333333333333333,0.3747299064210104,0.35403161987717185,True,0.04962524777917453,True,-172.94073961255748,-31.609019627752517,-7.1183165062589016,True,0.606699992204085,0.11100000119768083,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,470.5837000219617
val_d_44_t3p0,d_44,val,drowsy,3.0,90,30.0,True,1,376.5858999977354,False,False,0,,0.0,HOG,205,384,527,706,True,True,True,3.237900004023686,0.33328704667986664,0.4405003428808266,0.38689369478034663,True,0.00822217187426218,True,173.46385324975134,-32.56126663371928,0.4892538794301639,True,0.6087999790906906,0.10760000441223383,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_MAR_EXTREME;SUSPICIOUS_LARGE_POSE,,508.33139999303967
val_n_996_t3p0,n_996,val,not_drowsy,3.0,90,30.0,True,1,365.7844999979716,False,False,0,,0.0,HOG,349,706,618,975,True,True,True,4.8470000037923455,0.2886039885346825,0.3585117215719395,0.323557855053311,True,0.05496212199773481,True,159.39869830772113,-33.27906971544729,11.36036532357598,True,0.7480000203941017,0.14730001566931605,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,485.1199999975506
train_d_737_t7p0,d_737,train,drowsy,7.0,175,25.0,True,1,359.0583000041079,False,False,0,,0.0,HOG,200,647,469,915,True,True,True,3.2521999964956194,0.44272037482907206,0.38028928563659287,0.41150483023283246,True,0.029618165210014806,True,172.94770525833238,26.70046061862565,2.262564325505501,True,0.5514000076800585,0.11039999662898481,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,558.760899992194
