video_id,video_path,extension,label,label_source,subject_id,subject_id_reason,fps,frame_count,decoded_frame_count,duration_seconds,width,height,is_readable,read_error,split
d_149,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_149.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_15,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_15.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_150,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_150.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_152,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_152.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_155,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_155.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_156,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_156.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_157,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_157.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_158,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_158.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_159,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_159.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_16,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_16.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_162,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_162.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_163,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_163.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_166,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_166.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_167,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_167.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_168,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_168.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_169,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_169.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_17,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_17.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_170,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_170.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_171,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_171.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_172,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_172.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_173,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_173.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_175,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_175.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_176,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_176.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_177,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_177.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_178,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_178.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_179,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_179.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_18,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_18.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_180,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_180.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_181,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_181.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_182,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_182.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_183,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_183.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_184,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_184.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_185,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_185.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_186,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_186.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_187,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_187.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_188,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_188.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_189,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_189.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_19,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_19.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_190,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_190.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_192,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_192.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_196,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_196.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.5,295,295,10.0,720,1280,True,,train
d_197,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_197.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_198,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_198.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_199,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_199.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_200,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_200.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_203,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_203.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_205,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_205.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_206,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_206.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_21,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_21.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_210,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_210.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_212,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_212.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_213,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_213.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_214,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_214.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_215,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_215.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_216,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_216.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_218,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_218.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_219,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_219.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_22,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_22.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_220,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_220.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_221,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_221.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_223,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_223.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_226,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_226.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_227,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_227.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_228,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_228.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_23,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_23.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_230,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_230.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_233,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_233.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_235,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_235.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_236,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_236.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_239,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_239.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_24,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_24.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_240,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_240.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_242,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_242.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_244,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_244.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_245,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_245.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_247,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_247.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_248,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_248.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_25,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_25.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_250,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_250.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_254,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_254.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_255,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_255.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_257,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_257.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_260,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_260.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_261,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_261.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_262,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_262.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_263,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_263.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_264,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_264.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_265,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_265.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
