sample_id,video_id,split,frame_width,frame_height,candidate,old_roi_clipped,old_clipped_fraction,corrected_roi_clipped,corrected_clipped_fraction,roi_x1,roi_y1,roi_x2,roi_y2,stored_roi_matches_corrected,flag_changed
train_n_908_t7p0,n_908,train,720,1280,m10,True,0.0,False,0.0,170,210,466,640,True,True
train_n_908_t7p0,n_908,train,720,1280,m15,True,0.0,False,0.0,158,192,478,658,True,True
val_d_796_t7p0,d_796,val,720,1280,raw,False,0.0,False,0.0,228,273,526,680,True,False
val_d_796_t7p0,d_796,val,720,1280,m05,True,0.0,False,0.0,213,252,541,701,True,True
val_d_796_t7p0,d_796,val,720,1280,m10,True,0.0,False,0.0,198,232,556,721,True,True
val_d_796_t7p0,d_796,val,720,1280,m15,True,0.0,False,0.0,183,211,571,742,True,True
val_n_835_t7p0,n_835,val,720,1280,raw,False,0.0,False,0.0,266,646,450,903,True,False
val_n_835_t7p0,n_835,val,720,1280,m05,True,0.0,False,0.0,256,633,460,916,True,True
val_n_835_t7p0,n_835,val,720,1280,m10,True,0.0,False,0.0,247,620,469,929,True,True
val_n_835_t7p0,n_835,val,720,1280,m15,True,0.0,False,0.0,238,607,478,942,True,True
train_d_438_t9p0,d_438,train,720,1280,raw,False,0.0,False,0.0,331,287,582,617,True,False
train_d_438_t9p0,d_438,train,720,1280,m05,True,0.0,False,0.0,318,270,595,634,True,True
train_d_438_t9p0,d_438,train,720,1280,m10,True,0.0,False,0.0,305,254,608,650,True,True
train_d_438_t9p0,d_438,train,720,1280,m15,True,0.0,False,0.0,293,237,620,667,True,True
train_n_908_t9p0,n_908,train,720,1280,raw,False,0.0,False,0.0,180,249,418,602,True,False
train_n_908_t9p0,n_908,train,720,1280,m05,True,0.0,False,0.0,168,231,430,620,True,True
train_n_908_t9p0,n_908,train,720,1280,m10,True,0.0,False,0.0,156,213,442,638,True,True
train_n_908_t9p0,n_908,train,720,1280,m15,True,0.0,False,0.0,144,196,454,655,True,True
val_d_796_t9p0,d_796,val,720,1280,raw,False,0.0,False,0.0,227,268,518,676,True,False
val_d_796_t9p0,d_796,val,720,1280,m05,True,0.0,False,0.0,212,247,533,697,True,True
val_d_796_t9p0,d_796,val,720,1280,m10,True,0.0,False,0.0,197,227,548,717,True,True
val_d_796_t9p0,d_796,val,720,1280,m15,True,0.0,False,0.0,183,206,562,738,True,True
val_n_835_t9p0,n_835,val,720,1280,raw,False,0.0,False,0.0,254,636,444,885,True,False
val_n_835_t9p0,n_835,val,720,1280,m05,True,0.0,False,0.0,244,623,454,898,True,True
val_n_835_t9p0,n_835,val,720,1280,m10,True,0.0,False,0.0,235,611,463,910,True,True
val_n_835_t9p0,n_835,val,720,1280,m15,True,0.0,False,0.0,225,598,473,923,True,True
train_d_5_t3p0,d_5,train,720,1280,raw,False,0.0,False,0.0,289,462,567,879,True,False
train_d_5_t3p0,d_5,train,720,1280,m05,True,0.0,False,0.0,275,441,581,900,True,True
train_d_5_t3p0,d_5,train,720,1280,m10,True,0.0,False,0.0,261,420,595,921,True,True
train_d_5_t3p0,d_5,train,720,1280,m15,True,0.0,False,0.0,247,399,609,942,True,True
train_n_290_t3p0,n_290,train,720,1280,raw,False,0.0,False,0.0,285,599,466,845,True,False
train_n_290_t3p0,n_290,train,720,1280,m05,True,0.0,False,0.0,275,586,476,858,True,True
train_n_290_t3p0,n_290,train,720,1280,m10,True,0.0,False,0.0,266,574,485,870,True,True
train_n_290_t3p0,n_290,train,720,1280,m15,True,0.0,False,0.0,257,562,494,882,True,True
val_d_396_t3p0,d_396,val,720,1280,raw,False,0.0,False,0.0,220,389,465,703,True,False
val_d_396_t3p0,d_396,val,720,1280,m05,True,0.0,False,0.0,207,373,478,719,True,True
val_d_396_t3p0,d_396,val,720,1280,m10,True,0.0,False,0.0,195,357,490,735,True,True
val_d_396_t3p0,d_396,val,720,1280,m15,True,0.0,False,0.0,183,341,502,751,True,True
val_n_241_t3p0,n_241,val,720,1280,raw,False,0.0,False,0.0,342,327,565,632,True,False
val_n_241_t3p0,n_241,val,720,1280,m05,True,0.0,False,0.0,330,311,577,648,True,True
val_n_241_t3p0,n_241,val,720,1280,m10,True,0.0,False,0.0,319,296,588,663,True,True
val_n_241_t3p0,n_241,val,720,1280,m15,True,0.0,False,0.0,308,281,599,678,True,True
train_d_5_t5p0,d_5,train,720,1280,raw,False,0.0,False,0.0,320,474,596,877,True,False
train_d_5_t5p0,d_5,train,720,1280,m05,True,0.0,False,0.0,306,453,610,898,True,True
train_d_5_t5p0,d_5,train,720,1280,m10,True,0.0,False,0.0,292,433,624,918,True,True
train_d_5_t5p0,d_5,train,720,1280,m15,True,0.0,False,0.0,278,413,638,938,True,True
train_n_290_t5p0,n_290,train,720,1280,raw,False,0.0,False,0.0,347,615,535,883,True,False
train_n_290_t5p0,n_290,train,720,1280,m05,True,0.0,False,0.0,337,601,545,897,True,True
train_n_290_t5p0,n_290,train,720,1280,m10,True,0.0,False,0.0,328,588,554,910,True,True
train_n_290_t5p0,n_290,train,720,1280,m15,True,0.0,False,0.0,318,574,564,924,True,True
val_d_396_t5p0,d_396,val,720,1280,raw,False,0.0,False,0.0,205,394,448,727,True,False
val_d_396_t5p0,d_396,val,720,1280,m05,True,0.0,False,0.0,192,377,461,744,True,True
val_d_396_t5p0,d_396,val,720,1280,m10,True,0.0,False,0.0,180,360,473,761,True,True
val_d_396_t5p0,d_396,val,720,1280,m15,True,0.0,False,0.0,168,344,485,777,True,True
val_n_241_t5p0,n_241,val,720,1280,raw,False,0.0,False,0.0,341,323,573,630,True,False
val_n_241_t5p0,n_241,val,720,1280,m05,True,0.0,False,0.0,329,307,585,646,True,True
val_n_241_t5p0,n_241,val,720,1280,m10,True,0.0,False,0.0,317,292,597,661,True,True
val_n_241_t5p0,n_241,val,720,1280,m15,True,0.0,False,0.0,306,276,608,677,True,True
train_d_5_t7p0,d_5,train,720,1280,raw,False,0.0,False,0.0,302,470,575,881,True,False
train_d_5_t7p0,d_5,train,720,1280,m05,True,0.0,False,0.0,288,449,589,902,True,True
train_d_5_t7p0,d_5,train,720,1280,m10,True,0.0,False,0.0,274,428,603,923,True,True
train_d_5_t7p0,d_5,train,720,1280,m15,True,0.0,False,0.0,261,408,616,943,True,True
train_n_290_t7p0,n_290,train,720,1280,raw,False,0.0,False,0.0,331,608,515,870,True,False
train_n_290_t7p0,n_290,train,720,1280,m05,True,0.0,False,0.0,321,594,525,884,True,True
train_n_290_t7p0,n_290,train,720,1280,m10,True,0.0,False,0.0,312,581,534,897,True,True
train_n_290_t7p0,n_290,train,720,1280,m15,True,0.0,False,0.0,303,568,543,910,True,True
val_d_396_t7p0,d_396,val,720,1280,raw,False,0.0,False,0.0,217,382,461,702,True,False
val_d_396_t7p0,d_396,val,720,1280,m05,True,0.0,False,0.0,204,366,474,718,True,True
val_d_396_t7p0,d_396,val,720,1280,m10,True,0.0,False,0.0,192,350,486,734,True,True
val_d_396_t7p0,d_396,val,720,1280,m15,True,0.0,False,0.0,180,334,498,750,True,True
val_n_241_t7p0,n_241,val,720,1280,raw,False,0.0,False,0.0,330,325,546,630,True,False
val_n_241_t7p0,n_241,val,720,1280,m05,True,0.0,False,0.0,319,309,557,646,True,True
val_n_241_t7p0,n_241,val,720,1280,m10,True,0.0,False,0.0,308,294,568,661,True,True
val_n_241_t7p0,n_241,val,720,1280,m15,True,0.0,False,0.0,297,279,579,676,True,True
train_d_5_t9p0,d_5,train,720,1280,raw,False,0.0,False,0.0,301,457,569,858,True,False
train_d_5_t9p0,d_5,train,720,1280,m05,True,0.0,False,0.0,287,436,583,879,True,True
train_d_5_t9p0,d_5,train,720,1280,m10,True,0.0,False,0.0,274,416,596,899,True,True
train_d_5_t9p0,d_5,train,720,1280,m15,True,0.0,False,0.0,260,396,610,919,True,True
train_n_290_t9p0,n_290,train,720,1280,raw,False,0.0,False,0.0,284,601,471,862,True,False
train_n_290_t9p0,n_290,train,720,1280,m05,True,0.0,False,0.0,274,587,481,876,True,True
train_n_290_t9p0,n_290,train,720,1280,m10,True,0.0,False,0.0,265,574,490,889,True,True
train_n_290_t9p0,n_290,train,720,1280,m15,True,0.0,False,0.0,255,561,500,902,True,True
val_d_396_t9p0,d_396,val,720,1280,raw,False,0.0,False,0.0,226,379,470,688,True,False
val_d_396_t9p0,d_396,val,720,1280,m05,True,0.0,False,0.0,213,363,483,704,True,True
val_d_396_t9p0,d_396,val,720,1280,m10,True,0.0,False,0.0,201,348,495,719,True,True
val_d_396_t9p0,d_396,val,720,1280,m15,True,0.0,False,0.0,189,332,507,735,True,True
val_n_241_t9p0,n_241,val,720,1280,raw,False,0.0,False,0.0,342,331,569,636,True,False
val_n_241_t9p0,n_241,val,720,1280,m05,True,0.0,False,0.0,330,315,581,652,True,True
val_n_241_t9p0,n_241,val,720,1280,m10,True,0.0,False,0.0,319,300,592,667,True,True
val_n_241_t9p0,n_241,val,720,1280,m15,True,0.0,False,0.0,307,285,604,682,True,True
train_d_5_t1p0,d_5,train,720,1280,raw,False,0.0,False,0.0,271,481,534,867,True,False
train_d_5_t1p0,d_5,train,720,1280,m05,True,0.0,False,0.0,257,461,548,887,True,True
train_d_5_t1p0,d_5,train,720,1280,m10,True,0.0,False,0.0,244,442,561,906,True,True
train_d_5_t1p0,d_5,train,720,1280,m15,True,0.0,False,0.0,231,423,574,925,True,True
train_n_290_t1p0,n_290,train,720,1280,raw,False,0.0,False,0.0,278,600,461,869,True,False
train_n_290_t1p0,n_290,train,720,1280,m05,True,0.0,False,0.0,268,586,471,883,True,True
train_n_290_t1p0,n_290,train,720,1280,m10,True,0.0,False,0.0,259,573,480,896,True,True
train_n_290_t1p0,n_290,train,720,1280,m15,True,0.0,False,0.0,250,559,489,910,True,True
val_d_396_t1p0,d_396,val,720,1280,raw,False,0.0,False,0.0,212,390,449,686,True,False
val_d_396_t1p0,d_396,val,720,1280,m05,True,0.0,False,0.0,200,375,461,701,True,True
val_d_396_t1p0,d_396,val,720,1280,m10,True,0.0,False,0.0,188,360,473,716,True,True
val_d_396_t1p0,d_396,val,720,1280,m15,True,0.0,False,0.0,176,345,485,731,True,True
val_n_241_t1p0,n_241,val,720,1280,raw,False,0.0,False,0.0,346,321,564,633,True,False
val_n_241_t1p0,n_241,val,720,1280,m05,True,0.0,False,0.0,335,305,575,649,True,True
val_n_241_t1p0,n_241,val,720,1280,m10,True,0.0,False,0.0,324,289,586,665,True,True
val_n_241_t1p0,n_241,val,720,1280,m15,True,0.0,False,0.0,313,274,597,680,True,True
train_d_25_t5p0,d_25,train,720,1280,raw,False,0.0,False,0.0,260,504,530,901,True,False
train_d_25_t5p0,d_25,train,720,1280,m05,True,0.0,False,0.0,246,484,544,921,True,True
train_d_25_t5p0,d_25,train,720,1280,m10,True,0.0,False,0.0,233,464,557,941,True,True
train_d_25_t5p0,d_25,train,720,1280,m15,True,0.0,False,0.0,219,444,571,961,True,True
train_n_461_t5p0,n_461,train,720,1280,raw,False,0.0,False,0.0,256,378,464,699,True,False
train_n_461_t5p0,n_461,train,720,1280,m05,True,0.0,False,0.0,245,361,475,716,True,True
train_n_461_t5p0,n_461,train,720,1280,m10,True,0.0,False,0.0,235,345,485,732,True,True
train_n_461_t5p0,n_461,train,720,1280,m15,True,0.0,False,0.0,224,329,496,748,True,True
val_d_44_t5p0,d_44,val,720,1280,raw,False,0.0,False,0.0,224,323,471,714,True,False
val_d_44_t5p0,d_44,val,720,1280,m05,True,0.0,False,0.0,211,303,484,734,True,True
val_d_44_t5p0,d_44,val,720,1280,m10,True,0.0,False,0.0,199,283,496,754,True,True
val_d_44_t5p0,d_44,val,720,1280,m15,True,0.0,False,0.0,186,264,509,773,True,True
val_n_996_t5p0,n_996,val,720,1280,raw,False,0.0,False,0.0,317,631,579,1019,True,False
val_n_996_t5p0,n_996,val,720,1280,m05,True,0.0,False,0.0,303,611,593,1039,True,True
val_n_996_t5p0,n_996,val,720,1280,m10,True,0.0,False,0.0,290,592,606,1058,True,True
val_n_996_t5p0,n_996,val,720,1280,m15,True,0.0,False,0.0,277,572,619,1078,True,True
train_d_25_t7p0,d_25,train,720,1280,raw,False,0.0,False,0.0,268,516,542,905,True,False
train_d_25_t7p0,d_25,train,720,1280,m05,True,0.0,False,0.0,254,496,556,925,True,True
train_d_25_t7p0,d_25,train,720,1280,m10,True,0.0,False,0.0,240,477,570,944,True,True
train_d_25_t7p0,d_25,train,720,1280,m15,True,0.0,False,0.0,226,457,584,964,True,True
train_n_461_t7p0,n_461,train,720,1280,raw,False,0.0,False,0.0,253,376,454,696,True,False
train_n_461_t7p0,n_461,train,720,1280,m05,True,0.0,False,0.0,242,360,465,712,True,True
train_n_461_t7p0,n_461,train,720,1280,m10,True,0.0,False,0.0,232,344,475,728,True,True
train_n_461_t7p0,n_461,train,720,1280,m15,True,0.0,False,0.0,222,328,485,744,True,True
val_d_44_t7p0,d_44,val,720,1280,raw,False,0.0,False,0.0,226,329,465,718,True,False
val_d_44_t7p0,d_44,val,720,1280,m05,True,0.0,False,0.0,214,309,477,738,True,True
val_d_44_t7p0,d_44,val,720,1280,m10,True,0.0,False,0.0,202,290,489,757,True,True
val_d_44_t7p0,d_44,val,720,1280,m15,True,0.0,False,0.0,190,270,501,777,True,True
val_n_996_t7p0,n_996,val,720,1280,raw,False,0.0,False,0.0,322,632,584,1008,True,False
val_n_996_t7p0,n_996,val,720,1280,m05,True,0.0,False,0.0,308,613,598,1027,True,True
val_n_996_t7p0,n_996,val,720,1280,m10,True,0.0,False,0.0,295,594,611,1046,True,True
val_n_996_t7p0,n_996,val,720,1280,m15,True,0.0,False,0.0,282,575,624,1065,True,True
train_d_25_t9p0,d_25,train,720,1280,raw,False,0.0,False,0.0,243,518,510,885,True,False
train_d_25_t9p0,d_25,train,720,1280,m05,True,0.0,False,0.0,229,499,524,904,True,True
train_d_25_t9p0,d_25,train,720,1280,m10,True,0.0,False,0.0,216,481,537,922,True,True
train_d_25_t9p0,d_25,train,720,1280,m15,True,0.0,False,0.0,202,462,551,941,True,True
train_n_461_t9p0,n_461,train,720,1280,raw,False,0.0,False,0.0,247,365,455,687,True,False
train_n_461_t9p0,n_461,train,720,1280,m05,True,0.0,False,0.0,236,348,466,704,True,True
train_n_461_t9p0,n_461,train,720,1280,m10,True,0.0,False,0.0,226,332,476,720,True,True
train_n_461_t9p0,n_461,train,720,1280,m15,True,0.0,False,0.0,215,316,487,736,True,True
val_d_44_t9p0,d_44,val,720,1280,raw,False,0.0,False,0.0,221,303,466,697,True,False
val_d_44_t9p0,d_44,val,720,1280,m05,True,0.0,False,0.0,208,283,479,717,True,True
val_d_44_t9p0,d_44,val,720,1280,m10,True,0.0,False,0.0,196,263,491,737,True,True
val_d_44_t9p0,d_44,val,720,1280,m15,True,0.0,False,0.0,184,243,503,757,True,True
val_n_996_t9p0,n_996,val,720,1280,raw,False,0.0,False,0.0,306,638,568,994,True,False
val_n_996_t9p0,n_996,val,720,1280,m05,True,0.0,False,0.0,292,620,582,1012,True,True
val_n_996_t9p0,n_996,val,720,1280,m10,True,0.0,False,0.0,279,602,595,1030,True,True
val_n_996_t9p0,n_996,val,720,1280,m15,True,0.0,False,0.0,266,584,608,1048,True,True
train_d_25_t1p0,d_25,train,720,1280,raw,False,0.0,False,0.0,254,530,520,903,True,False
train_d_25_t1p0,d_25,train,720,1280,m05,True,0.0,False,0.0,240,511,534,922,True,True
train_d_25_t1p0,d_25,train,720,1280,m10,True,0.0,False,0.0,227,492,547,941,True,True
train_d_25_t1p0,d_25,train,720,1280,m15,True,0.0,False,0.0,214,474,560,959,True,True
train_n_461_t1p0,n_461,train,720,1280,raw,False,0.0,False,0.0,243,368,454,698,True,False
train_n_461_t1p0,n_461,train,720,1280,m05,True,0.0,False,0.0,232,351,465,715,True,True
train_n_461_t1p0,n_461,train,720,1280,m10,True,0.0,False,0.0,221,335,476,731,True,True
train_n_461_t1p0,n_461,train,720,1280,m15,True,0.0,False,0.0,211,318,486,748,True,True
val_d_44_t1p0,d_44,val,720,1280,raw,False,0.0,False,0.0,217,310,471,721,True,False
val_d_44_t1p0,d_44,val,720,1280,m05,True,0.0,False,0.0,204,289,484,742,True,True
val_d_44_t1p0,d_44,val,720,1280,m10,True,0.0,False,0.0,191,268,497,763,True,True
val_d_44_t1p0,d_44,val,720,1280,m15,True,0.0,False,0.0,178,248,510,783,True,True
train_d_25_t3p0,d_25,train,720,1280,raw,False,0.0,False,0.0,271,498,535,881,True,False
train_d_25_t3p0,d_25,train,720,1280,m05,True,0.0,False,0.0,257,478,549,901,True,True
train_d_25_t3p0,d_25,train,720,1280,m10,True,0.0,False,0.0,244,459,562,920,True,True
train_d_25_t3p0,d_25,train,720,1280,m15,True,0.0,False,0.0,231,440,575,939,True,True
train_n_461_t3p0,n_461,train,720,1280,raw,False,0.0,False,0.0,258,376,468,706,True,False
train_n_461_t3p0,n_461,train,720,1280,m05,True,0.0,False,0.0,247,359,479,723,True,True
train_n_461_t3p0,n_461,train,720,1280,m10,False,0.0,False,0.0,237,343,489,739,True,False
train_n_461_t3p0,n_461,train,720,1280,m15,True,0.0,False,0.0,226,326,500,756,True,True
val_d_44_t3p0,d_44,val,720,1280,raw,False,0.0,False,0.0,223,323,472,713,True,False
val_d_44_t3p0,d_44,val,720,1280,m05,True,0.0,False,0.0,210,303,485,733,True,True
val_d_44_t3p0,d_44,val,720,1280,m10,True,0.0,False,0.0,198,284,497,752,True,True
val_d_44_t3p0,d_44,val,720,1280,m15,True,0.0,False,0.0,185,264,510,772,True,True
val_n_996_t3p0,n_996,val,720,1280,raw,False,0.0,False,0.0,331,628,581,1014,True,False
val_n_996_t3p0,n_996,val,720,1280,m05,True,0.0,False,0.0,318,608,594,1034,True,True
val_n_996_t3p0,n_996,val,720,1280,m10,True,0.0,False,0.0,306,589,606,1053,True,True
val_n_996_t3p0,n_996,val,720,1280,m15,True,0.0,False,0.0,293,570,619,1072,True,True
train_d_737_t7p0,d_737,train,720,1280,raw,False,0.0,False,0.0,250,612,466,927,True,False
train_d_737_t7p0,d_737,train,720,1280,m05,True,0.0,False,0.0,239,596,477,943,True,True
train_d_737_t7p0,d_737,train,720,1280,m10,True,0.0,False,0.0,228,580,488,959,True,True
train_d_737_t7p0,d_737,train,720,1280,m15,True,0.0,False,0.0,217,564,499,975,True,True
train_n_883_t7p0,n_883,train,720,1280,raw,False,0.0,False,0.0,243,617,425,900,True,False
train_n_883_t7p0,n_883,train,720,1280,m05,True,0.0,False,0.0,233,602,435,915,True,True
train_n_883_t7p0,n_883,train,720,1280,m10,True,0.0,False,0.0,224,588,444,929,True,True
train_n_883_t7p0,n_883,train,720,1280,m15,True,0.0,False,0.0,215,574,453,943,True,True
val_d_609_t7p0,d_609,val,720,1280,raw,False,0.0,False,0.0,350,411,520,660,True,False
val_d_609_t7p0,d_609,val,720,1280,m05,True,0.0,False,0.0,341,398,529,673,True,True
val_d_609_t7p0,d_609,val,720,1280,m10,True,0.0,False,0.0,333,386,537,685,True,True
val_d_609_t7p0,d_609,val,720,1280,m15,True,0.0,False,0.0,324,373,546,698,True,True
val_n_640_t7p0,n_640,val,720,1280,raw,False,0.0,False,0.0,296,368,491,661,True,False
val_n_640_t7p0,n_640,val,720,1280,m05,True,0.0,False,0.0,286,353,501,676,True,True
val_n_640_t7p0,n_640,val,720,1280,m10,True,0.0,False,0.0,276,338,511,691,True,True
val_n_640_t7p0,n_640,val,720,1280,m15,True,0.0,False,0.0,266,324,521,705,True,True
train_d_737_t9p0,d_737,train,720,1280,raw,False,0.0,False,0.0,202,610,444,944,True,False
train_d_737_t9p0,d_737,train,720,1280,m05,True,0.0,False,0.0,189,593,457,961,True,True
train_d_737_t9p0,d_737,train,720,1280,m10,True,0.0,False,0.0,177,576,469,978,True,True
train_d_737_t9p0,d_737,train,720,1280,m15,True,0.0,False,0.0,165,559,481,995,True,True
train_n_883_t9p0,n_883,train,720,1280,raw,False,0.0,False,0.0,231,623,417,892,True,False
train_n_883_t9p0,n_883,train,720,1280,m05,True,0.0,False,0.0,221,609,427,906,True,True
train_n_883_t9p0,n_883,train,720,1280,m10,True,0.0,False,0.0,212,596,436,919,True,True
train_n_883_t9p0,n_883,train,720,1280,m15,True,0.0,False,0.0,203,582,445,933,True,True
val_d_609_t9p0,d_609,val,720,1280,raw,False,0.0,False,0.0,350,409,521,657,True,False
val_d_609_t9p0,d_609,val,720,1280,m05,True,0.0,False,0.0,341,396,530,670,True,True
val_d_609_t9p0,d_609,val,720,1280,m10,True,0.0,False,0.0,332,384,539,682,True,True
val_d_609_t9p0,d_609,val,720,1280,m15,True,0.0,False,0.0,324,371,547,695,True,True
val_n_640_t9p0,n_640,val,720,1280,raw,False,0.0,False,0.0,254,374,455,659,True,False
val_n_640_t9p0,n_640,val,720,1280,m05,True,0.0,False,0.0,243,359,466,674,True,True
val_n_640_t9p0,n_640,val,720,1280,m10,True,0.0,False,0.0,233,345,476,688,True,True
val_n_640_t9p0,n_640,val,720,1280,m15,True,0.0,False,0.0,223,331,486,702,True,True
train_d_737_t1p0,d_737,train,720,1280,raw,False,0.0,False,0.0,237,609,452,922,True,False
train_d_737_t1p0,d_737,train,720,1280,m05,True,0.0,False,0.0,226,593,463,938,True,True
train_d_737_t1p0,d_737,train,720,1280,m10,True,0.0,False,0.0,215,577,474,954,True,True
train_d_737_t1p0,d_737,train,720,1280,m15,True,0.0,False,0.0,204,562,485,969,True,True
train_n_883_t1p0,n_883,train,720,1280,raw,False,0.0,False,0.0,218,628,414,895,True,False
train_n_883_t1p0,n_883,train,720,1280,m05,True,0.0,False,0.0,208,614,424,909,True,True
train_n_883_t1p0,n_883,train,720,1280,m10,True,0.0,False,0.0,198,601,434,922,True,True
train_n_883_t1p0,n_883,train,720,1280,m15,True,0.0,False,0.0,188,587,444,936,True,True
val_d_609_t1p0,d_609,val,720,1280,raw,False,0.0,False,0.0,355,418,521,663,True,False
val_d_609_t1p0,d_609,val,720,1280,m05,True,0.0,False,0.0,346,405,530,676,True,True
val_d_609_t1p0,d_609,val,720,1280,m10,True,0.0,False,0.0,338,393,538,688,True,True
val_d_609_t1p0,d_609,val,720,1280,m15,True,0.0,False,0.0,330,381,546,700,True,True
val_n_640_t1p0,n_640,val,720,1280,raw,False,0.0,False,0.0,242,358,443,657,True,False
val_n_640_t1p0,n_640,val,720,1280,m05,True,0.0,False,0.0,231,343,454,672,True,True
val_n_640_t1p0,n_640,val,720,1280,m10,True,0.0,False,0.0,221,328,464,687,True,True
val_n_640_t1p0,n_640,val,720,1280,m15,True,0.0,False,0.0,211,313,474,702,True,True
